start_date;finish_date;is_active;parkingfid;auto_ownerfid
2023-07-20 07:36:59;2024-02-21 06:09:06;False;57;77
2021-05-05 08:39:57;2022-01-26 01:47:46;False;25;51
2022-07-21 20:40:30;2023-12-04 19:36:42;False;66;11
2023-07-27 19:28:41;2023-11-25 22:38:10;False;39;57
2024-02-09 01:58:15;2024-05-21 10:35:18;False;77;63
2021-08-23 06:03:09;2021-10-07 18:28:38;False;47;48
2023-12-02 11:07:17;2024-01-26 00:11:28;False;73;12
2023-10-04 20:23:51;2024-01-21 07:47:35;False;99;30
2023-10-07 16:20:29;2023-12-17 22:31:25;False;39;87
2023-11-09 11:37:56;2024-01-16 18:05:36;False;86;55
2020-06-30 14:41:51;2020-09-22 07:43:24;False;62;93
2021-06-22 15:15:28;2022-05-27 00:03:55;True;59;88
2021-09-29 18:06:07;2021-10-03 06:56:55;False;17;19
2020-02-22 20:40:48;2023-03-21 13:47:25;False;77;91
2021-07-09 02:11:30;2024-02-14 07:15:14;False;86;55
2021-10-21 01:18:03;2023-06-11 12:32:41;False;8;58
2023-09-18 07:27:54;2023-10-18 15:28:30;False;40;59
2024-03-05 06:47:33;2024-04-27 06:18:57;False;44;66
2024-02-13 13:26:54;2024-04-11 17:00:15;False;32;7
2021-01-16 17:42:13;2024-05-08 11:04:23;False;99;38
2021-03-04 19:13:53;2021-06-24 08:09:37;False;9;91
2020-06-15 17:38:51;2023-11-23 04:22:41;False;84;11
2021-11-21 00:59:28;2022-04-21 16:37:08;False;60;16
2020-10-18 06:03:54;2022-07-25 01:45:56;False;93;76
2020-02-06 11:45:26;2023-05-22 06:15:48;False;16;73
2022-11-16 23:18:20;2023-06-30 17:46:51;False;21;53
2021-02-03 14:18:24;2023-09-16 23:04:17;False;6;71
2021-07-09 17:03:58;2022-10-27 14:42:11;False;72;37
2022-02-15 12:46:29;2023-05-12 14:55:34;False;30;8
2021-08-02 15:20:54;2022-09-11 17:34:55;False;13;54
2023-02-20 13:14:22;2023-06-30 16:54:21;False;84;26
2020-06-21 14:34:06;2021-08-20 15:18:31;False;22;24
2021-03-14 13:29:19;2023-09-29 03:16:08;False;22;98
2021-11-13 05:53:00;2023-02-04 04:34:18;False;64;13
2020-11-20 07:24:12;2022-02-23 06:59:34;False;17;52
2020-12-07 04:41:21;2022-04-28 14:07:25;False;92;10
2021-03-01 22:46:54;2022-04-24 01:06:21;False;18;42
2023-09-15 03:37:31;2023-10-01 22:43:19;False;62;82
2021-01-17 09:49:19;2022-01-04 21:13:41;False;70;58
2023-10-18 14:26:34;2024-01-08 03:26:46;False;56;58
2021-02-04 03:20:56;2023-06-29 09:28:31;False;57;1
2020-10-07 04:04:20;2023-07-20 00:02:54;False;14;46
2024-02-28 02:03:27;2024-03-12 17:11:03;False;13;95
2020-12-23 18:35:58;2022-04-01 22:59:05;False;76;55
2022-07-25 23:44:26;2023-08-11 09:19:53;False;29;49
2020-04-03 06:41:35;2021-10-15 17:27:13;False;32;15
2022-12-03 06:20:47;2024-03-14 02:46:26;False;12;28
2022-09-14 14:41:41;2023-11-04 13:50:48;False;29;41
2020-09-02 21:11:06;2020-10-05 21:45:35;False;81;76
2024-05-26 04:44:44;2024-05-28 10:38:33;False;35;17
2020-07-06 11:50:11;2020-09-05 15:44:17;False;95;17
2021-04-05 08:16:19;2021-10-20 06:11:49;False;62;74
2023-02-12 03:14:37;2024-05-23 23:58:15;False;66;40
2021-10-05 22:53:30;2023-10-03 04:30:41;True;90;45
2023-06-23 04:32:54;2024-02-20 20:39:18;False;13;34
2020-10-14 18:41:49;2024-04-08 07:11:35;False;98;33
2021-05-25 13:47:14;2022-10-30 02:34:31;False;17;14
2022-06-18 17:17:33;2022-11-20 16:58:33;False;23;98
2020-03-08 23:47:59;2023-12-28 07:24:15;False;62;32
2021-04-04 03:29:30;2024-04-21 23:53:20;False;17;29
2023-04-23 18:05:46;2023-09-11 21:59:56;False;78;34
2021-02-03 17:55:09;2022-02-15 08:51:47;False;17;32
2021-11-16 16:48:36;2023-06-29 03:37:08;False;50;38
2023-11-14 09:02:38;2024-04-28 20:11:49;False;34;49
2020-06-21 17:14:49;2022-02-15 20:47:50;False;4;60
2021-03-24 11:35:44;2024-02-11 16:10:48;True;37;25
2021-07-14 12:42:33;2022-03-01 19:24:48;False;26;53
2023-10-08 00:31:29;2024-02-01 22:50:38;False;71;29
2023-04-06 05:20:00;2023-12-26 11:09:54;False;30;28
2021-09-19 20:11:45;2021-12-12 16:48:24;False;41;87
2021-12-13 22:33:24;2023-12-13 09:39:32;False;34;93
2021-01-15 05:34:42;2023-05-02 05:55:16;False;62;17
2021-03-02 22:48:46;2024-04-16 23:33:04;False;92;85
2023-08-11 03:25:43;2023-12-03 15:12:57;False;92;9
2022-07-23 05:41:47;2022-11-16 02:33:06;False;84;97
2021-04-19 22:20:02;2022-01-31 22:35:06;False;8;9
2022-02-17 03:38:56;2023-02-13 15:54:58;False;36;38
2023-01-30 09:11:55;2024-05-26 19:15:38;False;27;90
2022-01-02 13:36:25;2023-05-04 23:29:14;False;72;94
2024-02-25 07:17:15;2024-05-14 05:10:10;False;64;47
2022-08-04 01:42:55;2024-02-08 07:28:31;False;3;49
2022-09-15 10:59:28;2023-12-19 19:57:15;False;64;25
2021-03-23 00:48:57;2021-04-25 02:48:55;False;33;46
2021-03-07 17:02:24;2023-07-29 17:46:44;True;67;37
2020-09-26 13:41:45;2021-09-10 12:16:46;False;79;9
2023-08-27 21:05:35;2024-03-26 23:09:19;False;15;74
2024-03-04 00:46:34;2024-03-09 11:32:06;False;100;10
2023-11-22 23:38:02;2023-12-13 21:38:11;False;56;14
2020-02-02 18:48:38;2020-10-11 22:24:23;False;8;81
2023-10-11 10:02:31;2024-01-04 00:21:10;False;8;45
