start_date;finish_date;is_active;parkingfid;auto_ownerfid
2021-12-19 23:49:05;2022-02-17 13:37:19;False;3;22
2023-04-18 16:13:47;2023-07-23 11:28:15;False;69;49
2022-09-13 14:23:18;2023-03-12 03:30:13;False;58;47
2022-02-10 08:51:00;2022-04-26 17:08:22;False;93;96
2023-04-28 04:50:00;2024-05-10 06:33:09;False;99;85
2021-02-04 16:24:53;2022-07-21 16:15:48;False;24;81
2024-03-10 02:51:57;2024-05-23 06:54:50;True;63;75
2022-10-25 12:31:52;2023-10-12 19:03:39;False;11;19
2023-12-07 15:38:21;2024-01-18 09:36:37;False;92;9
2020-11-04 07:36:27;2021-11-24 10:46:09;False;14;24
2021-07-01 18:31:35;2021-11-18 06:02:40;False;78;12
2023-12-04 08:51:54;2024-04-25 16:42:53;False;43;17
2021-09-05 15:24:01;2023-09-07 00:13:31;False;13;96
2021-09-03 00:24:10;2022-07-19 09:17:24;False;18;39
2020-09-28 11:31:42;2022-10-03 20:13:20;False;71;95
2023-10-17 08:53:34;2024-05-29 02:22:16;False;23;24
2020-11-15 20:14:27;2023-07-19 23:04:27;False;31;69
2022-09-01 17:28:34;2024-04-28 17:03:33;False;31;52
2021-04-19 20:27:48;2023-10-11 12:40:45;False;96;55
2021-10-13 11:07:34;2023-10-16 03:33:17;False;95;8
2023-07-09 07:00:28;2024-04-02 11:21:43;False;72;60
2023-01-30 16:51:30;2023-07-20 02:44:27;False;48;3
2022-12-29 22:33:11;2023-10-01 22:28:24;False;77;82
2022-04-11 05:30:51;2022-12-09 05:19:52;True;48;27
2020-01-07 19:18:07;2021-06-23 13:06:46;False;69;48
2023-05-08 09:56:32;2024-04-08 07:12:30;False;70;5
2022-10-15 11:34:27;2023-12-26 00:48:40;False;40;94
2023-06-17 13:21:48;2023-07-12 11:09:45;False;80;56
2021-11-15 01:49:34;2023-09-06 01:41:47;False;57;26
2021-05-08 19:20:33;2022-02-02 10:06:05;False;45;83
2020-10-06 08:53:13;2021-12-07 17:30:27;False;19;50
2024-01-09 22:45:18;2024-03-14 09:52:39;False;69;54
2023-05-10 02:40:54;2023-05-12 01:01:45;False;49;74
2021-03-02 08:40:32;2022-03-17 08:38:58;False;74;100
2021-07-15 20:38:54;2022-07-30 06:52:37;False;80;8
2020-01-06 14:01:52;2021-01-30 09:31:55;True;29;70
2022-08-09 23:41:19;2023-12-01 06:12:36;False;4;45
2024-03-11 14:17:20;2024-04-09 13:42:50;False;84;53
2022-08-10 01:21:02;2022-09-24 04:26:01;False;82;18
2021-01-30 19:52:08;2021-04-27 05:26:04;False;49;26
2021-08-21 10:04:39;2022-12-06 08:43:57;True;53;87
2021-08-30 17:17:39;2024-03-02 11:44:47;False;83;1
2024-01-28 22:43:52;2024-05-13 21:05:12;True;61;86
2021-06-26 22:35:06;2021-07-15 23:05:53;False;11;91
2023-08-26 18:23:43;2024-01-17 01:41:08;False;73;21
2024-04-07 12:30:27;2024-05-21 02:25:30;False;42;49
2023-10-13 02:03:24;2023-12-14 09:15:06;True;45;52
2020-12-13 10:02:57;2022-06-22 06:28:43;False;80;9
2020-08-21 06:16:02;2024-02-07 02:46:28;False;87;33
2024-03-31 08:44:31;2024-04-21 08:10:54;False;11;50
2023-05-30 02:38:38;2023-06-23 04:29:40;False;59;93
2023-03-15 13:48:08;2023-10-14 21:57:56;False;51;84
2021-11-08 09:12:44;2023-01-28 08:33:40;False;23;18
2021-10-11 06:28:54;2024-02-14 10:48:19;False;18;37
2023-05-08 17:15:10;2023-07-08 07:52:35;False;44;37
2020-01-19 20:30:43;2020-06-05 18:04:21;False;87;21
2020-03-19 11:02:41;2024-04-28 09:30:52;False;75;61
2020-03-21 08:56:30;2021-03-16 19:40:46;False;45;44
2023-05-06 13:54:49;2023-10-16 08:19:29;False;27;85
2022-07-27 20:18:12;2023-11-04 00:08:21;False;33;8
2024-03-17 19:20:19;2024-03-25 13:03:16;False;94;98
2021-06-25 07:32:32;2024-01-19 03:02:58;False;100;55
2023-01-17 04:45:39;2023-03-18 23:54:43;False;75;98
2022-10-29 21:17:38;2022-11-05 05:37:21;False;83;74
2020-05-26 23:25:11;2022-06-19 16:24:59;False;45;41
2022-06-24 18:15:37;2022-12-04 04:18:39;False;90;82
2021-12-01 11:04:35;2023-06-29 00:42:18;False;91;6
2020-05-15 23:58:16;2021-08-24 00:45:02;False;77;63
2021-04-27 12:15:58;2023-08-05 06:35:04;False;90;45
2020-07-04 14:33:15;2024-03-28 15:52:47;False;13;14
2023-03-22 02:43:18;2024-01-08 12:27:43;False;52;8
2022-02-01 19:07:47;2022-07-12 04:23:40;False;38;45
2020-11-11 18:46:53;2020-12-24 15:31:08;False;70;32
2023-08-16 10:23:32;2024-04-03 18:33:32;True;16;62
2021-06-06 17:01:49;2023-12-13 16:58:54;False;14;59
2021-11-20 20:58:11;2023-09-14 22:21:01;True;39;23
2022-05-19 10:28:35;2023-02-26 09:08:32;False;36;75
2023-08-01 12:34:46;2023-12-20 03:46:36;False;10;96
2021-05-24 15:16:00;2024-03-29 23:54:28;False;67;75
2020-04-30 17:45:29;2021-02-16 12:23:29;False;61;82
2023-04-04 22:09:04;2024-01-08 06:40:03;False;18;16
2020-04-12 09:19:51;2021-04-28 05:40:17;False;20;42
2020-05-30 15:53:28;2022-07-15 02:21:12;False;8;22
2020-05-07 09:27:24;2022-12-21 21:37:16;False;39;55
2022-02-24 02:56:30;2022-03-03 19:58:18;False;51;65
2020-06-21 03:10:52;2021-09-15 00:31:59;False;9;96
2020-06-25 01:44:55;2020-11-02 05:18:44;False;90;16
2022-09-18 09:15:23;2022-10-27 17:17:04;False;14;3
2021-09-11 00:16:43;2023-12-17 17:14:05;True;35;18
2021-03-30 16:30:25;2022-06-12 13:48:09;False;15;53
2020-11-30 06:22:35;2023-10-16 23:45:46;False;96;23
2023-01-26 21:58:49;2023-12-01 20:03:25;False;60;34
2021-02-07 23:12:31;2022-06-11 18:28:55;False;72;27
2020-07-29 07:29:50;2023-08-27 20:09:06;False;95;32
2021-06-02 19:52:07;2024-05-22 12:01:27;True;92;80
2021-04-17 11:25:31;2022-01-21 05:44:10;False;4;62
2020-12-23 23:17:58;2023-04-29 18:19:41;False;43;81
2020-01-25 01:13:46;2022-02-08 15:59:03;False;69;85
2022-04-27 05:59:34;2022-10-30 10:47:06;False;7;11
2023-04-02 14:29:14;2023-05-21 08:49:20;False;67;41
2020-11-17 11:57:27;2022-08-14 21:04:36;False;28;20
2021-02-05 11:57:52;2021-03-14 00:07:33;False;100;29
2023-12-12 17:08:22;2023-12-13 22:13:15;False;2;63
2024-01-24 11:44:35;2024-02-23 23:28:01;False;13;74
2023-03-23 09:15:02;2023-09-28 16:40:18;True;23;57
2023-12-28 03:11:42;2024-05-10 07:50:12;False;53;93
2023-08-06 05:28:15;2023-10-18 19:03:45;False;20;98
2021-05-21 05:12:08;2022-03-17 21:15:44;False;95;43
